sample	metagenome	unclassified	reads_total	bacteria	archaea	eukaryotes	viruses	pro_all	pro_HL	pro_HLI	pro_HLII	pro_HLIII_HLIV	pro_HLVI	pro_LL	pro_LLI	pro_LLII_LLIII	pro_LLII	pro_LLIII	pro_LLIV	pro_LLVII	pro_LLVIIa	pro_LLVIIb	pro_LLVIIc	pro_LLVIId	pro_LLVIIe	pro_LLVIIf	pro_LL_MIT1223	pel_all	pel_Ia	pel_Ia_BALTIC	pel_Ia_HIMB5	pel_Ia_1	pel_Ia_3	pel_Ia_3a	pel_Ia_3b	pel_Ib	pel_Ib_1	pel_Ib_2	pel_Ib_3	pel_Ic	pel_IIa	pel_IIa_1	pel_IIa_2	pel_IIb	pel_IIIa	pel_IIIb	pel_IV	pel_V	pel_Va	pel_Vb
S0095	simons	14362081	29527958	12222880	2497955	79852	113291	152503	34046	2592	16158	4027	10401	116930	12149	19194	14633	3985	23426	55996	23322	7971	9343	4749	3214	615	1466	2319095	293578	10176	8559	33394	226833	108041	108561	553545	224986	107181	49987	277767	209440	112840	90892	518954	15496	5999	8885	171967	8770	162834
S0096	simons	11409016	23414038	9908079	1872271	36023	17255	21498	7847	1466	4611	390	1009	13415	2568	1801	1296	456	3554	4972	1809	677	1070	440	341	75	181	2034492	206528	8250	6471	28170	152862	71375	75301	358058	133092	57301	33957	422470	118849	64525	51271	530482	14294	5951	5301	148424	7891	140229
S0097	simons	15044165	30094254	12489021	2311809	43630	13597	18840	8650	1979	5177	359	512	9976	3925	1323	1046	241	2042	2356	649	341	675	244	191	42	137	2652592	258385	10818	8232	37267	188645	88131	92732	423618	150454	63145	41788	600054	143869	80048	60282	711869	18527	7869	6723	188099	10445	177282
S0098	simons	7932801	17763343	8873064	310607	174827	357513	2852312	2396515	53625	1746461	33259	59948	418006	362521	15191	9686	3302	11823	13440	2950	2518	3639	1540	923	151	1997	2184464	875684	5971	7009	14060	803659	325068	427970	568316	340482	47579	120123	10839	282787	242068	36910	25216	11597	1487	51585	204072	77464	126375
S0099	simons	8300757	19351567	8848822	1407992	342742	300656	1213828	260526	11818	122336	13925	74948	941720	557594	146087	121182	20528	42637	155244	47900	30778	29816	16584	8361	1888	7999	2156231	685790	9575	9632	28040	601788	238753	326131	598529	275451	112187	82066	63629	285161	223802	56576	163153	10508	2904	27064	142016	20065	121730
S0100	simons	7838510	16927546	7243118	1292941	150765	270081	819069	122785	6394	41618	15364	51549	688402	170569	183249	154932	24130	61221	238951	90163	41539	40024	22761	12473	2700	7562	1823810	401940	9457	8971	31167	330772	153172	159550	566789	245100	115119	53852	100405	191069	134049	53225	281016	10047	3620	16970	88668	5164	83375
S0101	simons	10868889	23884510	10333830	2442530	47381	12690	22539	8238	1659	4917	367	693	14068	2189	2017	1563	417	2661	6538	2498	992	1212	580	423	74	207	1992975	243865	9189	6942	32000	183090	83243	92130	387747	152243	61421	36429	367085	130598	77545	50172	506887	13297	5514	18188	141703	8029	133443
S0102	simons	7066063	15150915	6466822	1458326	29421	7455	9464	4512	975	2731	189	346	4854	955	773	596	160	1259	1697	575	231	399	168	125	24	69	974617	131874	4800	3695	18032	98535	43549	50715	202054	83340	29430	19079	172756	63077	39930	21780	224956	6536	2806	14661	77173	4557	72497
S0103	simons	8974770	20329650	9096860	2037079	34611	9918	11459	5884	1494	3416	297	350	5447	1371	898	715	162	1402	1590	463	212	424	155	123	28	91	1345409	176276	6851	5170	25188	129968	58499	66112	263445	104463	36994	26062	261491	82236	52182	28254	312423	9148	3903	20603	107133	6215	100745
S0104	simons	9617160	21629202	9735403	2044461	34805	11557	14646	7943	1639	4648	451	449	6534	1736	1166	945	198	1471	1941	589	277	545	180	139	15	94	1235541	159970	6154	4508	23276	117555	53011	59513	234173	90764	32106	23410	256623	69002	44180	23288	280098	8641	3649	18261	102250	6087	95986
S0105	simons	10355132	22208272	11524042	99079	151332	19830	572816	554347	15784	423397	731	1488	10307	2272	1267	855	349	2207	3501	643	640	1044	501	289	78	205	4285851	1524006	5566	5413	11985	1438611	418709	949573	654328	382239	14895	219468	8860	785421	687611	83245	12259	227419	4089	97497	757567	341486	415411
S0106	simons	9987055	20331127	9018282	754637	210129	249981	1724729	557341	30461	354835	4384	54732	1150321	1052130	29757	21438	6594	12889	22460	4916	4055	6830	2462	1305	195	2296	2168344	454347	8153	8096	22694	393468	184751	187648	681032	367715	107544	93896	31394	519770	231086	271748	76627	11741	2705	61074	163882	12877	150814
S0107	simons	7738881	17626152	9291310	325044	102213	91108	2328203	2261448	178808	1604957	3838	8294	33912	20757	2939	1738	1092	3016	5053	723	425	2946	362	307	41	215	2508356	659244	6263	6359	15506	600378	256316	312136	687682	432814	45702	140771	12298	512676	265424	231756	21890	30745	2415	140454	293938	81027	212679
S0108	simons	7418499	15472020	6785376	823563	158995	193109	841299	174233	9053	78723	4460	53640	659296	463204	85978	66719	15997	28139	57834	15865	11415	12794	6355	3268	617	3975	1607573	310063	6703	6513	18994	262509	125014	123613	504606	251233	93203	61899	38674	370351	169078	189253	112558	8707	2398	29575	97975	5895	91954
S0109	simons	7112790	15622893	7058243	1063788	124383	164549	521830	95194	4784	35394	8093	37810	422100	195051	87165	69834	14600	31460	90150	30319	16255	17201	9042	5276	982	3909	1683853	309260	7286	6930	20967	258796	124366	121158	503610	231636	100704	58256	59364	348386	172524	165480	188799	9468	2945	20344	95359	5269	89937
S0110	simons	8573550	19127992	8599702	1677030	60926	73271	110577	24854	1852	11801	3032	7242	84739	6756	12770	9686	2725	17006	43846	18516	6561	6980	3702	2614	480	1127	1675952	213876	7422	6149	23768	165816	78950	79294	390229	155275	76271	35713	201878	153245	83594	65714	394376	11088	4401	6123	127131	6495	120442
S0111	simons	9609130	20269909	8700058	1751496	41192	15839	18533	6822	1320	3860	335	1037	11526	1714	1248	892	305	3849	4262	1509	658	890	389	272	63	162	1497674	152695	6387	4678	20169	113733	52415	56728	269718	101165	45240	25757	288147	93100	49704	41065	398738	10485	4101	4229	118653	6374	112073
S0112	simons	11121169	22829095	9733045	1788759	40260	7119	12369	6198	1387	3745	239	329	6030	1770	877	658	197	1362	1785	502	230	504	186	132	25	127	1646063	156251	6359	4934	21617	115624	53492	57444	256944	91945	39874	25266	364055	93847	50819	40712	464237	11132	4767	4436	117304	6541	110564
S0114	simons	9766114	22193031	9636785	1734731	590885	268847	196483	164262	9480	115867	11427	5075	29925	11931	3826	2754	958	8411	4951	880	546	2469	341	302	26	153	2391877	1251194	10341	12246	30030	1126154	422489	631805	328898	147008	33413	108797	11234	359349	336930	17988	38738	21433	1572	51491	161084	71988	88908
S0115	simons	10040946	20569100	8323174	1762466	242737	65568	92140	51105	2608	34017	4019	2481	40045	8139	8245	7091	934	6592	15341	5786	2426	2850	1304	989	192	390	1878436	702172	9744	8985	45273	597405	223514	337849	340986	145732	50489	56807	137427	176896	148153	26043	179851	11935	2815	25402	153841	51674	102003
S0116	simons	5687292	11756099	4703809	1216074	51118	12574	32885	4321	801	2376	301	610	28212	4258	6266	5466	670	3276	13088	5105	1956	2248	1169	830	176	322	797921	158555	4311	3260	18081	123273	49448	66923	166029	64739	26403	16740	131690	51873	35156	15564	154043	5231	1920	6266	49935	3725	46117
S0117	simons	18324795	37887159	15547158	3599545	126287	16175	26874	9406	2151	5558	562	740	17223	3322	2791	2381	355	4618	5921	2003	816	1350	548	473	70	198	2737611	523338	15394	11480	68986	398341	164886	213943	546165	210591	80823	54350	510741	153966	105501	45552	528285	17048	6888	15454	205413	12801	192267
S0118	simons	8592832	19443713	8591071	2063854	42641	8887	12060	4994	1194	3052	270	262	6956	1483	1783	1574	184	1308	2136	759	293	453	189	168	30	104	1874997	393065	11074	8635	54440	296370	125233	156035	369888	134094	53503	38248	339759	108934	77380	29589	369007	11389	4770	8618	118436	7429	110804
S0119	simons	8520336	18153395	7772751	1667784	41006	6662	10100	4427	1414	2403	179	226	5575	1241	1050	883	146	1234	1865	584	250	485	166	126	23	80	1255189	171363	6294	4558	25845	125347	54493	65174	216329	76486	29515	22080	316136	59467	38366	19785	291881	8555	3510	5358	81584	5155	76292
S0120	simons	12150929	26756437	11748774	2564850	54490	9401	16023	7394	2423	3917	330	358	8470	1907	1541	1316	209	1916	2773	910	397	639	261	217	31	169	2104954	294800	10966	7637	44458	215668	94376	111254	376038	132410	50409	38579	518750	100601	64900	33486	479537	14252	5923	8718	130162	8374	121581
S0122	simons	10573998	27232763	13846910	1930044	432176	241127	1514356	1439106	22077	1085356	26466	15367	54090	30155	4274	2630	1435	9313	7575	1214	1135	3176	813	499	110	375	3680663	1285267	9940	12283	23582	1180227	535449	579736	985757	563986	110659	195444	24689	559979	444962	103811	59799	34589	2874	127855	349428	90924	258200
S0123	simons	7186317	19551158	10514638	1226465	268149	210117	1204229	1151321	17542	864674	24240	13480	36136	17999	3150	2030	972	7194	5811	944	868	2452	589	383	80	279	3067633	1066706	8429	10680	19989	980180	441550	486308	821243	469764	95468	160983	20203	468527	375431	84161	50621	29282	2508	106838	300402	81274	218940
S0124	simons	6249999	17305611	9260578	1245686	248638	163762	1061947	1010785	15625	757036	17700	11096	35972	21086	2823	1847	844	5679	4621	792	617	2028	407	340	66	282	2544598	866901	6868	8813	15632	793704	357225	391150	667115	377699	75493	134128	17284	403360	322164	72646	43312	25065	2028	97305	245704	67722	177750
S0125	simons	6205101	15719144	8305752	921117	83265	99193	358249	323930	5664	244160	4379	7896	29549	16285	2773	1785	881	5471	4059	838	476	1725	335	254	52	186	2211692	660136	5545	6514	13688	603598	271018	299919	610127	351008	59148	128789	15069	380062	300588	71161	36840	25080	1851	94888	236971	66654	170119
S0126	simons	6602904	13814989	5978274	1020873	58804	76516	106609	37583	1793	20210	1661	10304	68074	16979	12367	9541	2389	11242	24443	8545	4285	4552	2346	1402	306	768	1138984	261159	4470	4716	13475	225790	105309	108310	325014	142436	61561	49559	41631	194502	124604	64735	112934	9116	1749	11835	80746	10726	69928
S0127	simons	6301078	13463132	5822601	1180538	39491	42671	43304	10665	1204	6499	633	2032	32344	6414	5676	4458	997	6145	12784	4562	2130	2399	1115	812	172	358	1010214	190807	4585	4087	14736	157717	74647	74877	250185	100345	50645	28242	90807	132550	83000	46263	181908	6531	2195	3880	57512	3911	53521
S0128	simons	5936259	12707683	5563930	1094342	26894	18281	18199	5430	829	3536	215	650	12666	4554	1326	1020	260	4076	2429	808	379	526	226	188	29	102	925196	144782	4123	3493	14094	115590	54643	55170	201872	76349	40517	20432	124238	89234	55482	31724	208329	6064	2256	3129	54176	3238	50846
S0129	simons	7012564	14918725	6599943	1191970	27724	7536	9093	3717	862	2273	163	201	5313	1697	799	627	149	1442	1234	350	166	296	144	104	12	74	1084444	142855	4615	3867	15295	111784	52948	53509	218373	79579	43647	21759	175823	87559	50997	34277	275130	7286	2779	3093	61981	3577	58301
S0130	simons	6492568	17001359	8659649	1015231	552049	163059	681699	650043	12154	476473	21783	8631	21941	10099	1880	1237	570	4854	3880	602	583	1590	436	275	57	184	2582435	1002800	7775	9858	17317	918682	397577	466967	644661	357720	78957	129173	16781	363929	295519	61043	38548	20929	1980	83713	226061	60530	165324
S0131	simons	5974730	15535171	7778306	1023135	498158	145801	740485	705635	12394	515618	19708	8479	23524	11751	1860	1230	525	4726	3798	594	583	1484	468	272	62	207	2032112	771502	5822	7647	13314	706508	307157	357567	509725	283923	63012	100893	13262	289467	233714	49875	31848	16767	1532	71473	181726	48066	133509
S0132	simons	6357000	16884835	8533292	1218464	497521	146456	721814	687274	12135	500559	21248	8351	23320	11893	1875	1215	574	4584	3632	582	559	1419	414	284	50	202	2247409	830942	6338	8041	14108	759591	327925	384895	567544	318880	68978	109700	14981	323796	260553	56174	34218	18962	1626	80781	206401	55171	151015
S0133	simons	6576432	18083930	9942990	967821	237863	229333	723582	684227	13589	499300	26528	11232	29256	10953	3201	2032	1032	7899	5794	860	794	2635	596	361	79	228	3045351	1096863	8910	10994	21073	1002155	453245	490289	761279	406474	97058	159396	23464	473265	381091	82478	61571	29014	2355	92488	288705	79024	209404
S0134	simons	6093436	13763966	6210264	1296517	42005	46347	36543	13638	962	7230	1818	2931	22578	3572	3833	2906	783	5028	9152	3044	1457	1815	960	597	151	271	1137275	357314	5909	5343	23289	301935	126814	156830	259242	106319	52001	34320	55448	152912	109707	40101	127532	6920	1867	7998	70269	9185	60992
S0135	simons	6116653	14466583	6773066	1397100	43703	43127	41344	11995	1105	6292	1111	2970	28969	3455	4436	3264	1026	7165	12637	4362	2045	2465	1210	811	167	353	884470	192887	4211	3654	16084	157394	64874	82891	202573	81992	39475	21617	83923	92935	59354	31246	156613	5681	1837	6348	54208	4691	49412
S0136	simons	7199652	17223167	8047871	1793337	36844	20119	17478	8250	1154	5223	503	640	9066	1965	1837	1546	254	2998	2018	588	270	557	198	144	21	84	1332612	292756	7311	5688	34880	227410	90611	124367	268326	105531	42500	27817	210023	87024	60323	24934	246338	8492	3200	9118	89753	6847	82763
S0137	simons	7938731	17928523	8100868	1705380	29476	9506	11104	5030	1420	2835	254	297	5964	1372	1290	1120	150	1583	1558	474	201	410	137	130	19	82	1436022	211802	6995	5316	29093	158390	67010	83745	242448	88850	34852	24957	330010	77612	50529	25369	338518	9782	4135	6291	89690	5476	84056
S0138	simons	8662487	17920031	8185569	453305	121320	376199	2647992	2566477	67121	1882061	42201	26332	42364	23980	4026	2732	1089	6589	5096	978	619	1971	534	421	57	444	1817246	552133	3790	4484	8147	508374	246409	231572	531724	355721	18652	120208	4926	326467	292235	29900	11717	14438	1174	72056	185951	74358	111401
S0139	simons	7927476	16864990	7872629	443161	117416	384448	2478223	2377293	63880	1739938	42389	29572	65412	42828	5855	3833	1516	6966	6212	1202	856	2260	652	494	70	635	1777473	538105	3581	4543	8321	495242	240443	225498	520443	347536	19993	116338	5248	320641	286094	30242	13202	14556	1136	68725	181785	73138	108492
S0140	simons	7811525	16313612	6767089	850887	329438	411945	1350440	526998	25587	251358	20918	132659	807737	607511	75842	52715	16875	30010	62132	14537	13012	14752	7505	3471	714	5641	1408639	415248	5168	5486	13518	368904	158598	187264	395362	195318	69544	64226	19969	268141	187607	74851	60075	6757	1594	28301	100533	11779	88648
S0141	simons	6899877	13224092	5011483	1099840	68985	71731	147623	22019	1408	10437	2718	6745	124250	17747	26431	21288	4494	16947	57075	22498	9353	9635	5115	3108	605	1615	931528	155172	4435	3916	14664	124430	57505	60779	258169	107791	53071	23324	76602	97071	61244	33779	197310	5595	2049	6846	50246	2804	47366
S0142	simons	9909881	17932915	6515300	1347868	44902	5901	8374	3751	957	2203	155	223	4526	893	675	527	132	1351	1456	439	196	380	130	119	18	67	962817	110317	4453	3197	15218	81523	36689	41409	172774	66223	25856	16919	198435	57686	34895	21427	243358	6952	2722	9440	71522	4264	67143
S0143	simons	9065822	17634115	7040431	1366737	35067	8273	13634	7764	1357	4798	263	409	5694	1894	950	777	143	1203	1446	458	178	397	129	90	20	91	1141455	124943	5109	3743	17566	92074	41791	46462	187081	69979	26895	19210	267187	65459	39821	24127	288642	8042	3279	9948	81643	4857	76647
S0144	simons	10215497	19614681	7657472	1562853	39007	5141	9204	4801	1233	2766	200	207	4303	1113	695	571	109	1036	1324	408	187	314	123	111	23	70	1226558	133435	5616	3931	19397	97322	43978	49233	196366	72583	27676	20022	306292	64119	39465	23117	304522	8402	3629	10967	88195	5243	82802
S0145	simons	7054445	14717953	6350499	1173467	29015	3688	6550	3154	1002	1637	164	131	3302	835	480	398	74	851	1026	287	144	263	106	77	12	66	613633	64260	2782	1940	9305	46443	20207	24139	89990	31486	12625	9236	164847	29570	18554	10124	147579	4545	1851	6171	44793	2973	41748
S0147	simons	8319375	20114404	11564421	84982	61031	28577	327313	316754	4628	246523	718	885	5791	1403	852	617	190	1768	1405	340	225	327	218	119	19	93	5074574	2257115	5837	5633	12787	2138638	369108	1660641	685382	527129	11803	110300	6131	327905	296330	25633	9991	57079	2313	107193	1381848	813759	566573
S0148	simons	7874831	23938833	15646597	208788	58031	65757	2375409	2129831	34276	1655086	2708	12811	215215	194039	4058	2740	1119	5676	4749	1069	732	1560	575	319	46	433	5388082	1501705	11185	11585	27092	1388489	452387	868126	1475068	1039552	92130	216825	28089	739835	442012	278284	63789	32495	3797	457993	805354	395970	408645
S0149	simons	8539494	16829176	7512161	471304	111170	115160	1533349	237856	9830	133021	2687	49753	1283285	1028820	101981	82719	16126	34851	79895	25036	15930	15107	8648	4314	826	4213	1963459	469565	8168	7915	22524	409506	174084	214602	686924	376547	113169	80024	42638	273708	153424	113248	120875	9154	2498	62739	150007	15183	134649
S0150	simons	12541387	22350971	8373323	1105173	145034	75898	338275	58038	10509	34428	814	3009	277075	205937	23461	19484	3197	18555	20488	6114	3873	4026	2250	1213	267	983	2419258	739830	8283	8715	22643	663704	254728	370765	631880	333312	96631	96957	37577	389075	277252	102654	101574	12470	2535	78167	227051	37516	189337
S0151	simons	11174988	18523430	6202276	1015872	49774	12016	9538	4167	1039	2345	238	420	5276	919	915	741	153	1946	1319	364	186	369	120	86	21	73	626413	102857	2751	2335	8477	83594	38628	40305	150187	59591	31743	15333	66118	68077	40325	25734	121031	4671	1566	2405	42890	2873	39936
S0152	simons	6469028	20125484	13350947	117588	57209	55909	1491474	1462654	18045	1149431	2258	4047	9945	2589	1554	1103	355	2863	1937	474	290	521	236	219	31	181	5043002	1449477	7759	10021	16231	1355405	615380	676417	1257196	921625	21733	243722	8063	521694	485946	27311	14284	61979	2479	178727	1315028	671287	642396
S0153	simons	9452115	17598669	7863067	106154	100870	31961	1026352	999259	12129	783623	1419	2970	13866	7458	1446	980	416	1966	2123	430	280	860	211	135	39	154	2862488	800425	5484	5870	13320	742410	252453	454086	786782	554859	38319	132579	11070	442829	277453	154520	19493	25451	2115	192340	434971	209728	224925
S0154	simons	17646654	27602526	9547442	143074	145905	61659	1368372	1233608	33210	948143	1855	6522	117240	99747	3344	2350	847	5969	4472	1034	733	1374	542	272	67	325	3337353	974318	7924	8050	20187	897547	300581	553007	950692	645654	72307	144519	19389	488677	299322	177041	43979	22484	2424	264018	386094	160222	225636
S0155	simons	14678197	23751012	7355039	900878	386589	294221	1191985	134819	7053	42465	15531	62401	1045879	109076	346810	286695	50371	188357	350187	140781	56033	56429	32473	18260	3887	11393	1581362	272914	8100	7276	24880	219211	99751	108841	550038	250268	114892	46801	93241	141856	77579	60531	252556	9660	3203	10354	98374	5175	93037
